,Counter
identificación (sistemas de control),1
theoryofcomputation_miscellaneous,1
rm,1
rm therapeutics. pharmacology,1
word lattices; matrex,1
automated wearable cameras; family; lifelogging; life-long collections; mobile devices,1
strongly regular graph,1
cayley graph,1
ring-linear code,1
homogeneous weight,1
character module,1
two-weight code,1
posets,1
labelings,1
average running time,1
random structures,1
plasma-assisted molecular beam,1
[chim.mate]chemical sciences/material chemistry,2
[ chim.mate ] chemical sciences/material chemistry,1
grid integration,3
short-circuit level,2
test sites,2
"aggregation, correlation, forecasting, probabilistic projection, pseudolikelihood, total fertility rate (tfr)",1
jel:j1,1
jel:z0,1
institute of microelectronic & wireless systems,1
sensecam; accelrometer;,1
microfluidics; sensors,1
statistical machine translation; smt; example-based machine translation; ebmt,1
fiber-optic,1
macrobending,1
dempster shafer,1
evidence theory,1
smart homes,1
bovine tuberculosis (btb),1
mathematical modelling,1
financial contagion,1
financial crisis,1
"35j08, 35j25, 65n15",2
metric spaces,1
"81p68, 28c10, 22c05",1
haar measure,1
two-qubit systems,1
performance monitoring.,1
wireless inertial measurement unit,1
bob-skeleton,1
sled,1
error correction,1
excitons; photoluminescence; ion implantation; zno,1
chemical,1
starter culture,1
non-weakly regular,1
near-bent function,1
semi-bent function,1
weakly regular,1
fourier transform,2
linear-motif,1
profile,1
slim,1
peptide binding,1
mini-motifs,1
motif discovery,1
network of life,1
evolutionary transitions,1
[ sdv.bid ] life sciences [q-bio]/biodiversity,1
biodiversity structure,1
[sdv.bid]life sciences [q-bio]/biodiversity,1
lateral gene transfer,1
software product lines,1
economic models,1
"[ info.info-dc ] computer science [cs]/distributed, parallel, and cluster computing [cs.dc]",2
video summarisation; camera motion estimation; user interaction; home movie,1
blind relevance feedback; brf; query expansion,1
"microfluidics, biomimetics, polymer actuators, molecular photoswitches, stimulus-responsive polymers",1
human behaviour,1
sensor networks;,1
transmit power control,1
802.11,1
iptv,1
data-oriented translation;,1
sensors; exercise,1
extending lifetime,1
deep q-learning,1
reinforcement learning,1
social media; events,1
p2x7 receptor,1
seizures,1
drug-refractory,1
technical note,1
texture features,1
alumni,1
lymph nodes,1
alpha interferon; doxorubicin; gamma interferon; interleukin 10; interleukin 1beta; phosphoryl lipid a; porous silicon microparticle; recombinant interleukin 1 receptor blocking agent; silicon; unclassified drug; antineoplastic agent; cytokine; doxorubicin; immunological adjuvant; lipid a; liposome; microsphere; nanoparticle; silicon,1
information retrieval; automatic speech recognition; text tagging,1
1-methoxy-4-((4-methoxybenzyl)sulfanyl)benzene,1
stochastic differential equations; split step euler method; almost sure asymptotic stability; state independent perturbation; almost sure global stability; boundedness,1
mathematical analysis,2
stochastic analysis,2
[ info.info-ro ] computer science [cs]/operations research [cs.ro],1
black hole,1
iot-internet of things,1
medical wsn,1
selective forwarding,1
routing attacks,1
thermo-response,1
pnipaam,1
swelling,1
polymeric ionic liquids; ionic liquid; pnipaam; thermo-response; swelling; ipns,1
ionic liquid,1
polymeric ionic liquids,1
ipns,1
olap,1
ambient data analysis,1
xml data; ambient information systems,1
smart city,1
herd health management,1
cow fertility,1
breeding,2
semiconductor devices and materials,2
natural selection,1
network centrality,1
arabidopsis interactome,1
hiv diagnosis and management,1
antiretroviral therapy,1
preventive medicine,1
3d printing,1
optical equipment,1
immunodeficiency viruses,1
retroviruses,1
vaccination and immunization,1
public and occupational health,1
electronics engineering,1
antiviral therapy,1
lentivirus,1
optical lenses,1
equipment,1
viral pathogens,1
rna viruses,1
fluidics,2
second mitochondria-derived activator of caspases (smac),1
mitochondrial outer membrane permeabilization (momp),1
x-linked inhibitor of apoptosis protein (xiap),1
time-lapse live cell imaging,1
olfactory system,1
genomic evolution,1
human evolution,1
animal breeding,1
veterinary informatics,1
animal types,2
wildlife,1
coagulopathies,1
amyloidoses,1
wave forecasting,1
wave climate,1
climate change,1
multi-modal sensor networks; sea surface temperature; remote sensing;,1
"11g05, 11g20, 11j86",1
ddc:660.6,1
positive solution,1
fixed point theory,1
sign-changing equation,1
refractometer.,1
sms fiber,1
multimode,1
silica,1
fibre,1
water quality; environmental monitoring; nitrite detection,1
volterra equations; admissibility; stochastic functional differential equations; arch processes; gaussian processes,1
protein-serine-threonine kinases,1
mutant proteins,1
"genes, ras",1
alleles,1
speech synthesis;,1
hardware_register-transfer-levelimplementation,1
g.2.2,1
optimisation,1
statistical machine translation,1
domain adaptation,1
web crawling,1
gut microbial diversity,1
marine extract,1
magnesium,1
"5h-dibenz(b,f)azepine-5-carboxamide",1
sentence based query expansion; sbqe; mean average precision; map; relevance model; rlm,1
geosocial networks,1
location privacy,1
information revelation,1
online social networks,1
nherf,1
ikepp,1
"hexa-sodium hexakis(oxonium) tetrakis(mu-(buta-1,3-diyne-1,4-diyldi-4,1-phenylene)bis(phosphonato))-octakis(mu-oxo)-decaoxo-deca-vanadium bis(azide) tetratriacontahydrate",1
chemical biology and nucleic acid chemistry,1
disinfection,1
e. coli,1
doping,1
solar,1
air,1
hydrogen,1
fuel cell,1
dopant,1
process chemistry and technology,1
crypospiridium,1
solar cell,2
heat shock response,1
chaperone proteins,1
nematic liquid crystals,1
review paper,1
animal,1
gestational hypertension,1
protocol,1
655,1
pre-eclampsia,1
numerical analysis and computation,1
euler-poincare equations,1
voip performance,1
802.11b,1
wlans,1
resource usage,1
quantitative finance - trading and market microstructure,1
environmental monitoring; water quality; centrifugal microfluidic analysis systems,1
"39a06, 39a11, 39a23, 39a30, 39a50, 39a60, 60g10, 62m10, 62p20",1
free electron lasers,1
auger line,1
auger effect,1
x-rays,1
molecular spectra,1
mathematics - representation theory,1
nlrp3 inflammasome,1
"65n12, 65n15, 65n06",1
prostorski načrti,1
forest engineering,1
udc:630*83,1
proizvodne dejavnosti,1
industrija,1
lesnopredelovalni obrati,1
non-steroidal anti-inflammatory drugs (nsaids),1
short research communication,1
hair,1
fetal growth restriction,1
"pharmacology, toxicology and pharmaceutics (miscellaneous)",1
gc-ms.,1
metabolite profiling,1
nuclear exosome,1
drug interactions,1
chemical properties,1
solid state physics,1
salt bridges,1
random transport,1
colored noise,1
common zeros,1
constant rank subspace,1
hermitian matrix,1
symmetric matrix,1
msc: 15a03; 15a33,1
[info.info-sc]computer science [cs]/symbolic computation [cs.sc],1
rank,1
[info.info-sc] computer science/symbolic computation,1
[chim.theo] chemical sciences/theoretical and/or physical chemistry,1
theo] chemical sciences/theoretical and/or physical chemistry [[chim],1
[chim.mate] chemical sciences/material chemistry,1
theo] chimie/chimie théorique et/ou physique [[chim],1
ceria (ceo2) co-doping,1
mate] chimie/matériaux [[chim],1
mate] chemical sciences/material chemistry [[chim],1
hydratase,1
conjugated linoleic acid,1
myosin cross reactive antigen,1
[sde.be] environmental sciences/biodiversity and ecology,1
"[sdv.bbm.bm]life sciences [q-bio]/biochemistry, molecular biology/molecular biology",1
"[sdv.bbm.bm] life sciences/biochemistry, molecular biology/molecular biology",1
[sde.be]environmental sciences/biodiversity and ecology,1
human factors,1
machine translation evaluation;,1
materials synthesis and growth,1
trans-ammine-bis(2-propylpentanoato)-pyridine-platinum(ii),1
data_general,1
weakly supervised learning,1
unsupervised learning,1
order problem,1
semantic web; visual lifelog; sensecam; event enhancement;,1
microfluidic device; ionic liquids; spirobenzopyran; photoresponsive polymer; micro-valve;,1
interface design; digital video application; film studies,1
pdcd4,1
hif,1
fih,1
phd,1
bayesian framework,1
blotch,1
ontology evolution,1
trace model,1
e-learning; consistent content management; impact categorisation; trace model; ontology evolution,1
impact categorisation,1
consistent content management,1
impactcategorisation,1
fuel technology,1
cerium dioxide,1
cerium,1
elasticity,1
quantum theory,1
temperature,1
oxidation-reduction,1
[info.info-im]computer science [cs]/medical imaging,1
[ info.info-im ] computer science [cs]/medical imaging,1
articulatory data,1
info_ts] computer science/signal and image processing [[info],1
signal] engineering sciences/signal and image processing [[spi],1
speech production,1
info_im] computer science/medical imaging [[info],1
signal] sciences de l'ingénieur/traitement du signal et de l'image [[spi],1
[ info.info-ts ] computer science [cs]/signal and image processing,1
info_im] informatique/imagerie médicale [[info],1
vocal tract,1
info_ts] informatique/traitement du signal et de l'image [[info],1
electromagnetic articulography,1
"ordinary differential equations, modulated fourier series, oscillatory problems, asymptotic expansions.",1
osteochondral,1
collagen,2
in vivo,1
ceteris paribus preferences,1
comparative preferences,1
cp-nets,1
conditional preferences,1
constrained optimisation,1
lexicographic preferences,1
tcp-nets,1
multi-component mnls equations,1
multicomponent mnls equations,1
spectral decompositions,1
riemann-hilbert problem,1
representation theory,1
riemann- hilbert problem,1
b.2.4,1
d.3.4,1
g.1.0,1
i.4.2,1
thymus,1
spleen,1
ucp3,1
mitochondrion,1
x-ray diffraction and imaging,1
in situ observations,1
microcracks,1
silicon wafer fracture,1
nasoseptal chondrogenic cells,1
platelet-rich plasma,1
schistosoma,1
helminth infections,1
signal peptides,1
schistosoma mansoni,1
helminths,1
cheese,2
slight compressibility,1
soft tissue,1
finite element method,1
anisotropic materials,1
23,1
label-free monitoring,1
18,1
self-renewal,1
cell-based modeling,1
cell-based therapy,1
introduction,1
adaptive conflict,1
interactions reveal,1
mads-box genes,1
molecular evolution,1
evolutionary theory,1
arabidopsis,1
divergence,1
null mutations,1
yeast genome,1
diversification,1
solid-liquid extraction,1
coffee extraction kinetics,1
double porosity model,1
matched asymptotic expansions,1
leaching,1
bioremediation,1
free boundary,1
bio-clogging,1
porous flow,1
affective computing; information retrieval; multimedia data; open vocabulary querying; automatic annotation,1
"primary 20b40, secondary 19a22, 20d30, 20d08, 20d10",1
thymic epithelial cells,1
dna damage response,1
ionizing radiation,1
bone marrow transplantation,1
lipidic mesophases,1
membrane,1
issue 45,1
manual,1
thermo responsive gels; ionogels,1
ionic liquids; ionogels; thermo responsive,1
"32h02, 32v40",1
"chip, sweat, ph, sensor",1
translation technology; translation memory; computer-aided translation; pedagogy; mixed-methods; teaching; translation,1
panher inhibitor,1
her2/erbb2,1
trastuzumab (herceptin),1
schaefer's dichotomy,1
robust stable marriage,1
np-completeness,1
robust optimisation,1
acm: i.: computing methodologies/i.2: artificial intelligence,1
artificial inteligence,1
computational social choice,1
algorithmic complexity,1
acm: f.: theory of computation/f.2: analysis of algorithms and problem complexity,1
eef2,1
human factors and ergonomics,1
"non-linear risk-return trade-off, pro-cyclical risk aversion, regime-switching garch, multi-factor model, risk premium",1
non-linear risk-return trade-off; pro-cyclical risk aversion; regime switching garch; multi-factor model; risk premium,1
cornea,1
adipose,1
monopoles,1
hitchin system,1
seiberg-witten theory,1
nahm equations,1
device elements,1
block copolymers,1
directed self-assembly,1
nanoelectronics,1
tungsten trioxide,1
lithography,1
umbilical venous catheter,1
rj1-570,1
umbilical arterial catheter,1
newborn intubation,1
transition metal dichalcogenides (tmds),1
query development; relevance,1
perturbations,1
oscillating water column,1
mutation of elfn1,1
"47g10, 60h20, 45p05, 45m05 (primary) 45a05, 45d05 (secondary)",1
annealing; chemical interdiffusion; high-k dielectric thin films; magnesium; metal-insulator boundaries; photoemission; silicon compounds; thermal stability;,1
lexical functional grammar; lfg,2
68p30,1
fullerenes and cnts.,1
double wall carbon nanotube-fullerene hybrids,1
forms of dna,1
letter to the editor,1
service coordination; tuple space; dynamic service composition; service ontology,1
paraffin-embedded tissue,1
formalin-fixed,1
reverse phase protein array,1
renal cancer,1
protein extraction,1
methodology,1
13p15,1
data oriented translation; dot; phrasebased statistical translation; pb-smt,1
sensors; sweat; monitoring,1
"pbs, phosphate-buffered saline",1
"mefs, mouse embryonic fibroblasts",1
"bcl2, b-cell cll/lymphoma 2",1
basic research papers,1
"map1lc3 (lc3), microtubule-associated protein 1 light chain 3",1
"bak1, bcl2-antagonist/killer 1",1
"gapdh, glyceraldehyde 3-phosphate dehydrogenase",1
"hspa5, heat shock 70 kda protein 5 (glucose-regulated protein, 78 kda)",1
"hspa5, heat shock 70?kda protein 5 (glucose-regulated protein, 78?kda)",1
"parp, poly (adp-ribose) polymerase",1
"atg, autophagy related",1
"bax, bcl2-associated x protein",1
"disc, death inducing signaling complex",1
"tnfsf10, tumor necrosis factor (ligand) superfamily, member 10",1
"dtt, dithiothreitol",1
"pi, propidium iodide",1
"ddit3, dna-damage-inducible transcript 3",1
"fadd, fas (tnfrsf6)-associated via death domain",1
"momp, mitochondrial outer membrane permeabilization",1
"tnf, tumor necrosis factor",1
weakly normal,1
generalized spectral radius,1
irreducibility,1
monotonicity,1
stability radius,1
"(r*,s*)-1-fluoro-4-((1-(4-fluorophenyl)ethyl)sulfinyl)benzene",1
bipolar disorder,1
toll-like receptor,1
viewpoint,1
text retrieval; indexing; efficiency/effectiveness tradeoffs; query-independent search; query-independent search,1
colon cancer,3
protein kinase c gamma,1
tumor promoter,1
freezing,1
foodborne pathogens,1
investors; international equity markets; risk reduction,1
sensor networks; events;,1
survey and summary,1
stimuli responsive; photo-responsive; microstructures; photo-patterning; ionogel; ionic liquid,1
