,Counter
mesh: endoplasmic reticulum,1
mesh: muscle contraction,1
"mesh: muscle, skeletal",1
bio-electrocatalysis,1
motility,1
knock-out,1
11k16,1
inflammatory markers,1
psychoneuroimmunology,1
occupational balance,1
measure,1
flavonoids; redox chemistry; differential pulse voltammetry; deoxyribose degradation assay; fenton reaction,1
redox chemistry,1
deoxyribose degradation assay,1
calculation,1
fermat number,1
macrostome formation,1
life strategy,1
polytomella sp,1
"11p32, 11r04, 11n36",1
romanov’s theorem,1
selberg sieve,1
covering congruences,1
number fields,1
ion homeostasis,1
"primary 53d20, 13a50, secondary 11f20",1
xylose fermentation,1
redox imbalance,1
xylitol dehydrogenase,1
xylose reductase,2
"adaptivity, goal-oriented algorithm, quantity of interest, convergence, optimal convergence rates, finite element method, boundary element method",1
"65n30, 65n50, 65y20, 41a25",1
b --&gt; strangeness lepton+ lepton- anything,1
lepton: angular distribution,1
angular distribution: asymmetry,1
dilepton: final state,1
b: semileptonic decay,1
recoil: hadronic,1
electroweak interaction: penguin,1
"argumentationspotential gymnasialer oberstufenschülerinnen und oberstufenschüler, schöpfung, evolution, empirie, gymnasium, jugend, religionspädagogik, kommunikation",1
"empirically evaluates the argumentation skills , creation, evolution, empiricism, high school, youth, religious education, communication",1
ophrys heldreichii,1
sexual deception,1
signal evolution,1
colour vision,1
[info.info-ms] computer science/mathematical software,1
[info.info-ms]computer science [cs]/mathematical software [cs.ms],2
benchmarking,2
black-box,2
"03e15, 03e35",2
oxidative cellulose degradation,1
divalent cation bridging effect,1
domain docking,1
inter-domain electron transfer,1
bis(mu-(2-(methacryloyloxy)ethyl)phosphonato)-tetrakis(mu-oxido)-bis(mu-methacrylato)-tetrakis(mu-propan-2-olato)-hexakis(mu-propan-2-olato)-hexa-titanium,1
automatic classification,1
text mining,1
biobank,1
multitemporal modis,1
areas,1
net primary production,1
deforestation,1
550 geowissenschaften,1
cover,1
time-series data,1
imagery,1
"333.7 natürliche resourcen, energie und umwelt",1
ddc:333.7,1
ddc:333,1
map,1
global patterns,1
ecological divergence,1
defence,1
amyloids,1
proteostasis regulators,1
proteotoxicity,1
self-evaluation,1
olfactory imagery,1
acm: g.: mathematics of computing/g.1: numerical analysis/g.1.6: optimization,1
mathematics of computing/g.1: numerical analysis/g.1.6: optimization/g.1.6.1: convex programming [acm],1
[ info.info-ti ] computer science [cs]/image processing,2
acm: i.: computing methodologies/i.4: image processing and computer vision,1
computing methodologies/i.4: image processing and computer vision [acm],1
mathematics of computing/g.1: numerical analysis/g.1.6: optimization [acm],1
"90c25, 65f22",1
acm: g.: mathematics of computing/g.1: numerical analysis/g.1.6: optimization/g.1.6.1: convex programming,1
qc physics,1
methods: radiation hydrodynamics modeling,1
sun: granulation,1
pna,2
knockdown,1
groucho,1
tcf3,1
autopolyploidy,1
nested cycles of hybridization,1
numerical chromosomal variation,1
prospero autumnale complex,1
chemical databases,1
qspr,1
pubchem,1
"11k06, 11k31",1
cd59,2
"06d20 (primary), 06a07 (secondary)",1
hypohamiltonian cubic graphs,1
circuit double cover,1
generalizations of lambda terms,1
higher-order patterns,1
gene disruption,1
fungal structure,1
parasitism,1
bulk autophagy,1
m-track,1
pas,1
ipass,1
selective autophagy,2
autophagic body,1
cvt pathway,2
autophagosome,2
carbohydrate/biosynthesis,1
enzymes/kinase,1
metabolism and bioenergetics,1
enzymes/purification,1
phosphorylation/enzymes,1
cell/wall,1
carbohydrate/plant,1
metabolism/carbohydrate,1
"adaptive reuse, creativity, south asian religions, south asian philosophy, south asian cultural history, sanskrit literature",1
"adaptive reuse, kreativität, religionen südasiens, philosophie südasiens, kulturgeschichte südasiens, sanskrit.",1
areal interpolation,1
spatial crime analysis,1
population at risk,1
42a61,1
stopped flow,1
light scattering,1
water permeability,1
"proteoliposomes, protein reconstitution",1
unstirred layer,1
62,1
"53a30 (primary), 32q20, 32v05, 53a40, 53b35, 53c15, 53c25, 53c29, 53c55, 58a30 (secondary)",1
"05a16, 92d10",1
theoretical analyses,1
detecting selection in natural populations: making sense of genome scans and towards alternative solutions,1
sweep detection,1
population bottlenecks,1
hudson–kreitman–aguadé test,1
background selection,1
sweepfinder,1
hudson?kreitman?aguad? test,1
oil gland,1
?-springene,1
iridoid monoterpene,1
β-springene,1
chemosystematics,2
oribatida,1
h-bonding network,1
haeme binding,1
electron paramagnetic resonance spectroscopy,1
magnetospheres,1
semiempirical calculations,1
"35b40, 35k57, 92d10, 92d15",1
06a07 (primary) 20f55 (secondary),1
at-rbohf,1
at-rbohd,1
qrt-pcr,1
tcf7,1
af1q,1
metal-p-i junction,1
gold-pentacene interface,1
contact barrier,1
58j45,1
habsburg monarchy,1
trade,1
"galizien, wirtschaftliche entwicklung, marktintegration, handel, politische ökonomie, habsburgermonarchie, 18./19. jahrhundert, zentrum-peripherie",1
market integration,1
economic development,1
political economy,2
18th/19th century,1
"galicia, economic development, market integration, trade, political economy, habsburg monarchy, 18th/19th century, centre-periphery",1
galicia,1
centre-periphery,1
"60411 population, ecological and evolutionary genetics",1
60408 genomics,2
data_files,2
05a10 05a15 05a18 06a07 20f55 (secondary),1
05e15 (primary),1
05a15 13c40 (primary) 05a19 13f50 13h10 (secondary),1
rotating two-component bec,1
numerical methods,1
rotating nonlinear klein-gordon equation,1
cosmological models,1
quantized vortex,1
"47e05, 81qxx, 32g34, 34lxx, 34mxx, 14kxx",1
stressinkontinenz,1
tension-free-vaginal tape,1
urologie,1
diseases of the genitourinary system. urology,1
richtlinie,1
rc870-923,1
tvt,1
chirurgie,1
urogynäkologie,1
"gpi, glycosylphosphatidylinositol",1
"hpaec, high performance anion exchange chromatography",1
"rbv, remazol brilliant violet",1
"β-1,3-glucan",1
"gc, gas liquid chromatography",1
"ai, alkali insoluble cell wall fraction",1
"rbb, remazol brilliant blue",1
gpi-anchor,1
"rgn, borohydride reduced laminarioligosaccharide containing n glucose residues",1
"gh, glycoside hydrolase",1
eng2,1
"cd, conserved domain",1
"gn, laminarioligosaccharide containing n glucose residues",1
"endo β-1,3-glucanase",1
"cm, carboxymethyl",1
"dp, degree of polymerization",1
fibroblast growth factor,1
pulmonary,1
cacatua goffini,1
"dan, 2,3-diaminonaphthalene",1
nitrosoglutathione,1
"oxy-hb, oxyhemoglobin",1
"dtpa, diethylenetriaminepentaacetic acid",2
"dnic, dinitrosyl?iron complex",1
"tea, triethanolamine",2
"nac, n-acetylcysteine",2
"dnic, dinitrosyl–iron complex",1
"?-me, ?-mercaptoethanol",1
"proli/no, proline nonoate (1-(hydroxyl-n,n,o-azoxy)-l-proline, disodium salt)",2
"met-hb, methemoglobin",1
"β-me, β-mercaptoethanol",1
"gsno, s-nitrosoglutathione",2
"dea/no, diethylamine nonoate (diethylammonium (z)-1-(n,n-diethylamino)diazen-1-ium-1,2-diolate)",2
s-nitrosation,2
"22e66, 43a90, 81r10",1
lichen ecology,1
primeval forests,1
"17b20 (primary), 17b10, 17b55 (secondary)",1
"33f10, 68w30",2
"economic lifecycle, economic dependency ratio, national transfer accounts,",1
"bis(mu~2~-isopropoxo)-bis(mu~2~-n,n'-dioxyhexane-2,5-di-iminato)-bis(isopropoxy)-di-titanium",1
t-cell epitopes,1
heat shock protein 60,1
early lesions,1
17,1
28,1
31,1
methylene blue,1
photodynamic therapy,1
head and neck carcinoma,1
orthographic representations,2
geochronology,1
power law scaling,1
glacier mass balance,2
"permafrost, cryosphere, and high‐latitude processes",1
"permafrost, cryosphere, and high?latitude processes",1
"scc, squamous cell carcinoma",1
"igf2r, igf-ii receptor",1
insulin-like growth factor (igf),1
"cl, cathepsin l",1
"hex, ?-n-acetylhexosaminidase",1
"tgf-?, transforming growth factor ?",1
"gm130, cis-golgi matrix protein of 130 kda",1
"m6p, mannose 6-phosphate",2
"hex, β-n-acetylhexosaminidase",1
"cd, cathepsin d",1
mannose 6-phosphate (m6p),1
"mpr46, 46 kda m6p receptor",1
"tgf-β, transforming growth factor β",1
complement system,1
retroviruses,1
viral classification,1
wound,1
nodal cell,1
ph banding,3
selenium,1
nucleoside modifications,1
"alp, alkaline phosphatase",1
"eppk1−/−, epiplakin-deficient",1
plakins,1
"ddc, 3,5-diethoxycarbonyl-1,4-dihydrocollidine",1
"k, keratin",1
"qrt-pcr, quantitative real-time polymerase chain reaction",1
"ifm, immunofluorescence microscopy",1
ddc,1
"eppk1?/? , epiplakin-deficient",1
"tmao, trimethylamine n-oxide",1
"mdbs, mallory-denk bodies",1
"oa, okadaic acid",1
"cbdl, common bile duct ligation",1
keratin aggregates,1
"prd, plakin repeat domain",1
"cdca, chenodeoxycholic acid",1
"krt8?/? , keratin 8-deficient",1
common bile duct ligation,1
"krt8−/−, keratin 8-deficient",1
"ccl4, carbon tetrachloride",1
"tca, taurocholic acid",1
"2,3,5,6-tetrafluoro-benzoic acid",1
quark: bound state,1
pole,2
tetraquark: decay rate,1
scattering amplitude,1
"60103 cell development, proliferation and death",2
60110 receptors and membrane biology,2
60111 signal transduction,2
60113 synthetic biology,2
111201 cancer cell biology,3
umbrella sampling,1
matched molecular pairs,1
cis/trans isomerization,1
starting structure,1
urea,2
potential of mean force,1
60f05,1
236u/239pu,1
240pu/239pu,1
236u/238u,1
soil samples,1
glycopeptides,1
carbohydrate conjugation,1
rearrangement,2
5-hydroxyhexahydro-1h-cyclopenta[c]furan-1-one,1
amphibian,1
oncogenic transcription factor,1
17b67,1
"team spirit, peer effects, organization of work, public goods experiments",1
jel:j2,1
"primary 34a55, 34b07, secondary 34l05, 37k15",1
fecal corticosterone metabolites,1
fission–fusion dynamics,1
social relationships,1
fission?fusion dynamics,1
cell surface protein,1
neutrophil gelatinase-associated lipocalin receptor,1
lipocalin 2,1
protein complex,1
fuzzy complex,1
annexin a2,1
des-γ-carboxyprothrombin,1
?-fetoprotein,1
des-?-carboxyprothrombin,1
minichromosome maintenance,1
α-fetoprotein,1
diagnostic biomarker,1
computational and systems biology,1
s.cerevisae,1
cellular heterogeneity,1
model results,1
numerical solution,1
ir laser pulse,1
long-range potential,1
dinger equation,1
semiclassical model,1
momentum distributions,1
atoms,2
piloerection,1
electrodermal system,1
being moved,1
being touched,1
goose bumps,1
bis(mu-allylphosphonato)-tetrakis(mu-oxido)-bis(mu-methacrylato)-tetrakis(mu-propan-2-olato)-hexakis(mu-propan-2-olato)-hexa-titanium,1
11h06,3
residuos como fertilizante,1
eucalipto - produção de mudas em tubetes,1
waste products as fertilizer,1
lodo de esgoto,1
adubação orgânica,1
eucalipto - mudas - nutrição mineral,1
rb1,1
cdk8,1
h19,1
e2f,1
ko,1
oligosaccharide synthesis,2
bioadhesive drug delivery,1
"lca, lens culinaris agglutinin",1
"uea-i, ulex europaeus isoagglutinin i",1
otitis media,1
"sta, solanumtuberosum lectin",1
lectins,1
"lca, lensculinaris agglutinin",1
"mem, middle ear mucosa",1
middle ear mucosa,1
"gna, galanthus nivalis agglutinin",1
"uea-i, ulexeuropaeus isoagglutinin i",1
"gna, galanthusnivalis agglutinin",1
"om, otitis media",1
"sta, solanum tuberosum lectin",1
"wga, wheat germ agglutinin",1
plane partitions,1
"05a15, 05a17, 05b45 (primary) 11p81, 52c20 (secondary)",1
tiling enumeration,1
non-intersecting lattice paths,3
determinant evaluations,1
lozenge tilings,1
perfect matchings.,1
symmetry classes,1
"etr, electron transport rate",1
"dab, 3,3?-diaminobenzidine",1
"pod, peroxidase",1
"pcd, programmed cell death",1
"nbt, p-nitro-blue tetrazolium chloride",1
"cat, catalase",1
"dapi, 4?,6-diamidino-2-phenylindole dihydrochloride",1
caspase,1
brassica napus,1
"ets, electron transport system",1
"dab, 3,3′-diaminobenzidine",1
"dapi, 4′,6-diamidino-2-phenylindole dihydrochloride",1
"y(ii), effective quantum yield",1
"dtt, 1,4-dithio-dl-threitol",1
"dha, dehydroascorbic acid",1
brassica napus; caspase; iron; deprivation; deficiency; programmed cell death; reactive oxygen species,1
"aa, ascorbic acid",1
"dnase, deoxyribonuclease",1
fator de transcrição xyr1,1
xyr1 transcription factor,1
"60j80, 05c81, 05c05",1
return probability,1
galton-watson trees,1
chemical shift mapping,1
saturation-transfer difference,1
nuclear overhauser effect,1
"f.4.1, f.2.2, d.2.4, d.2.8",1
kasugamycin,1
adaptive clinical trials,1
block randomization,1
random allocation,1
classical immunology,1
interleukins,1
"13b25 (primary), 13f20, 16a42, 15a24, 05a05, 11c08, 16p10 (secondary)",1
dna-extraction,1
propidium monoazide (pma),1
ethidium monoazide (ema),1
repeated extraction,1
strawberry notch homolog 2,1
glycoprotein 130,1
"58j45 (primary) 35l05, 35l15, 35d99, 46f30 (secondary)",1
mir-17-5p,1
multidimensional continued fractions algorithms,1
natural extension,1
fractal,1
invariant measure,1
"37a45, 37c40",1
second-generation turks,1
jffn,1
ties,1
"education, second-generation, turks, austria, france, sweden, ties, mobility, integration, inequality, youths, country comparison",1
"bildung, zweite generation, türken, österreich, frankreich, schweden, ties, mobilität, integration, ungleichheit, jugendliche, ländervergleich",1
vitamin d3 analogues,1
commensal/pathogen/damage‐associated pattern (camp/pamp/damp),1
commensal/pathogen/damage?associated pattern (camp/pamp/damp),1
hypothesis letter,1
retinoic acid binding,1
phage display,1
von ebner’s gland protein,1
lipocalin,4
(110.0110) imaging systems,1
human-dog relationships,1
stress coping,2
attachment assessment,1
dog-owner attachment,1
"12d05, 16s36 51m09, 51m10, 70b10",1
behavioral testing,1
morris water maze,1
induced,1
"46t30, 53a45 (secondary)",1
46f30 (primary),1
renal cell cancer,1
cd98,1
hydrogen sulfide,1
reactive nitrogen species (rns),1
enzyme inactivation,1
nitric-oxide synthase,1
hydrophobin,1
expansin,2
protein layer,1
cerato-platanin,1
"20f10, 68q45, 05c25",1
visceral hyperalgesia,1
news and reviews,1
stress resilience,1
gut hormones,1
pancreatic polypeptide,1
collision detection,1
locust,1
driver assistant,1
dcmd neuron,1
discrete schrödinger and klein–gordon equations,1
cauchy problem,1
liquids; chemical and dynamical processes in solution,1
reactive gliosis,1
inflammatory cytokines,2
tnfaip3/a20,1
docility,1
antipredator,1
coping style,1
tonic immobility,1
stress signalling,1
laboratory natural selection,1
diapausing eggs,1
brachionus calyciflorus,1
infectious stress,1
"primary: 54d20, 03e40, secondary: 54h05, 03e05",1
"46f30, 46s20, 03h05, 46s10, 46f10",1
"1-[2-benzoyl-3-phenylcyclopropyl]-2,2,2-trifluoroethan-1-one",1
non-linear effects,1
dynamic nuclear polarization,1
[ chim.orga ] chemical sciences/organic chemistry,4
herbrand's theorem,1
orderization,1
gentzen calculi,1
skolemization,2
eskolemization,2
existence logic,1
chemical synthesis,1
inorganic materials,1
"literature, sport, boxing, weimar republic, cultural studies",1
"literatur, sport, boxen, weimarer republik, kullturhistorie",1
high-k dielectric,1
atomic layer deposition,1
silicon-on-insulator,1
lanthanum-oxide (la2o3),1
schottky-barrier mosfet,1
zirconium-oxide (zro2),1
pore,1
"n,n,n',n'-tetraethyl-p-(pentafluorophenyl)phosphonoselenoic diamide",1
pincer complexes,1
oxygen-18,1
deuterium excess,1
central asia,1
hydrogen-2,1
extreme environment,1
water cycle,1
gobi desert,1
isotope hydrology,1
benthos,1
epifauna,1
"primary 11b13, 13a05, 13f05, 13f15, 16u30, 20m13, 20m25. secondary 11b30, 11r27",1
nonulosonic acids,1
11k31,2
11k36,1
"11k06, 11k31, 11k36, 11k38",1
halton-sequence,1
van der corput-sequence,1
"$(t,s)$-sequence",1
11k06,1
"05c63, 05c57",1
"52a20 (primary), 52b45 (secondary)",1
"39b12, 26b40 (primary), 39b52, 26a18 (secondary)",1
"58b20 (primary), 62h25, 62h30 (secondary)",1
"65j08, 65l06, 65m12, 65m20",1
boreal forest,1
hydratases,1
"acenaphtho[5,6-cd][1,2]dithiole-5,6-dione dimethyl sulfoxide solvate",1
"bis((4-(acetylsulfanyl)phenyl)ethynyl)-bis(ethane-1,2-diylbis(diphenylphosphine))-molybdenum",1
rare variants,1
sequestosome 1,1
ftld,1
sqstm1,1
p62,1
tropical trees,1
shade-tolerance,1
tree biomass estimates,1
wood density,1
radial gradients,1
tree rings,1
